feature,0-3h,3-6h,6-12h,12-24h,24-48h
sepsis_screen_score_max_6h,0.0319715716918191,0.02452972963319492,0.01828328313905702,0.011713610495124878,0.010805161737909727
sepsis_screen_score_std_6h,0.00290041121279117,0.002233108073496733,0.0007690864449341091,0.000499612875941774,0.00011819167178844363
shock_index_avg_6h,0.08816918158139624,0.07715675850347667,0.05176022357740484,0.03337411262661736,0.03003708069276717
shock_index_min_6h,0.10058273726168007,0.06128987490264219,0.043854082232272426,0.03076413694426688,0.03202630927462485
shock_index_max_6h,0.09142409632180527,0.0749877636184533,0.050943375977172065,0.03849374259872662,0.033682334968420505
shock_index_std_6h,0.01029495719934565,0.013958069858081828,0.012447248942922618,0.005650369993719308,0.005723026751427285
early_warning_score_avg_6h,0.2377630042740068,0.23168764123458385,0.1717204296688952,0.14318202985242973,0.1171796422220431
early_warning_score_min_6h,0.2030962924822825,0.16151570027335274,0.13676795156982324,0.10920154535349343,0.09652688676126124
early_warning_score_max_6h,0.20334731376228415,0.17155011684357357,0.1296986574119061,0.1085025090664679,0.095604297678333
early_warning_score_std_6h,0.028453316962037095,0.02763639984768622,0.019122876864080856,0.01679568550178927,0.0186118959526398
lactate_bp_ratio_avg_6h,0.35132771357134407,0.340322575113503,0.2963977119824006,0.32074011202734604,0.33978185708460096
lactate_bp_ratio_min_6h,0.41668081393054773,0.38456444765285164,0.3474475294555087,0.3820974315839025,0.40255063697573656
lactate_bp_ratio_max_6h,0.32791579515993996,0.3112354442011818,0.28570009747918856,0.30343741595908025,0.31152046956053214
lactate_bp_ratio_std_6h,0.3221377864687602,0.30813332650608766,0.29478160585513424,0.3154050378543912,0.3287638801336643
HR_hourly_change,0.019259881675785614,0.013700381713325308,0.006236587473273139,0.005301986776395793,0.007391116285620533
O2Sat_hourly_change,0.0017952569096605928,0.007637177633467251,0.0008069995774096283,0.0007773731355116857,0.0016711799305939965
Temp_hourly_change,0.00795033028441292,0.004499651885469845,0.002482570023006691,0.0011537975676282732,0.003304319382802566
SBP_hourly_change,0.005409379061862938,0.0039013238805670554,0.003294741783540892,0.0030450886672465567,0.003625963999266048
MAP_hourly_change,0.015826319163121372,0.017041201660959883,0.010865364406264882,0.014408783408514304,0.01679147613599299
DBP_hourly_change,0.009744615484268892,0.004235018848669873,0.005989897578015229,0.014716315743209819,0.021841646689220718
Resp_hourly_change,0.0022974200335932533,0.00481216747430589,0.0038668961857660318,0.003441826086599082,0.0030486078649773966
EtCO2_hourly_change,0.028973066983256492,0.030772810206323484,0.027136462116896933,0.029906397769669486,0.04038306186969778
